hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published,nasa_pl_name,pl_name,default_flag,hostname,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_letter,pl_orbper_y,pl_orbsmax_y,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandur_y,rowupdate,st_rad_y,st_teff_y,sy_dist_y,sy_jmag,sy_kmag_y
WASP-80,b,Transit,GTO,1185,1,2,Executed,GTS,GRISMR+F322W2,SUBGRISM256,BRIGHT2,6,44864.86,44865.15,7.85,Greene,12,20 12 40.0319 -02 08 39.97,8.351,49.79,4145,0.57,0.571,4.668,3.0678527,0.034,89.02,0.55,0.969,16.6,0.92,814.3,2.9,2.1,367.92,25.26,X,-0.14,,,WASP-80 b,WASP-80 b,1,WASP-80,170.99254,11.12405,-11.44188,0.717,0.039,-0.032,825,b,3.06785234,0.0344,11.197791,0.33627,-0.347479,2.131,16/4/2015,0.586,4143,49.7876,9.218,8.351
GJ 3470,b,Transit,GTO,1185,1,16,Executed,GTS,GRISMR+F322W2,SUBGRISM256,BRIGHT2,4,44865.57,44865.86,7.49,Greene,12,07 59 5.6405 +15 23 28.35,7.989,29.42,3600,0.524,0.5,4.738,3.3366496,0.036,88.88,0.044,0.37,9.05,1.31,651.3,0.6,1.9,353.73,1.9,X,0.2,clear,yes,GJ 3470 b,GJ 3470 b,1,GJ 3470,13.9,1.5,-1.5,0.8,0.13,-0.13,593.5,b,3.3366496,0.0355,4.57,0.18,-0.18,1.8580034,28/1/2019,0.547,3600,29.4214,8.794,7.989
HD 80606,b,Eclipse,GO,2488,1,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,5,44866.21,44867.13,25.11,Sikora,12,09 22 37.6680 +50 36 13.60,7.316,66.47,5569.4,1.018,1.038,4.408,111.43639,0.456,89.26,4.115,1.003,115.94,6.18,405.1,1.1,11.9,13.21,0.04,X,0.34,,,HD 80606 b,HD 80606 b,1,HD 80606,1392.0954,235.1942,-235.1942,5.06,0.38,-0.35,405,b,111.4367,0.4602,11.99363,0.33627,-0.33627,11.9,25/4/2018,1.04,5561,66.4711,7.702,7.316
GJ 3470,b,Transit,GTO,1185,1,17,Executed,GTS,GRISMR+F444W,SUBGRISM256,BRIGHT2,7,44868.9,44869.19,7.49,Greene,12,07 59 5.6405 +15 23 28.35,7.989,29.42,3600,0.524,0.5,4.738,3.3366496,0.036,88.88,0.044,0.37,9.05,1.31,651.3,0.6,1.9,353.73,1.9,X,0.2,,,GJ 3470 b,GJ 3470 b,1,GJ 3470,13.9,1.5,-1.5,0.8,0.13,-0.13,593.5,b,3.3366496,0.0355,4.57,0.18,-0.18,1.8580034,28/1/2019,0.547,3600,29.4214,8.794,7.989
TRAPPIST-1,d,Transit,GTO,1201,1,112,Executed,BOTS,PRISM,SUB512,NRSRAPID,6,44870.62,44870.8,4.61,Lafreniere,12,23 06 30.3652 -05 02 36.70,10.296,-1,2559,0.089,0.119,5.24,4.04961,0.022,89.75,0.001,0.07,7.07,5.41,285.5,0.4,0.8,33.83,0,X,0.05,,,TRAPPIST-1 d,TRAPPIST-1 d,1,TRAPPIST-1,0.388,0.012,-0.012,4.366784,0.154381,-0.165408,286.2,d,4.049219,0.02227,0.788,0.011,-0.01,0.8145,14/11/2022,0.1192,2566,,11.354,10.296
TRAPPIST-1,c,Eclipse,GO,2304,1,4,Executed,F1500W,X,FULL,FASTR1,13,44871.24,44871.41,4.46,Kreidberg,12,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,,TRAPPIST-1 c,TRAPPIST-1 c,1,TRAPPIST-1,1.308,0.056,-0.056,5.463993,0.220545,-0.237085,339.7,c,2.421937,0.0158,1.097,0.014,-0.012,0.7005,14/11/2022,0.1192,2566,,11.354,10.296
HD 209458,b,Transit,GTO,1274,1,3,Executed,GTS,GRISMR+F444W,SUBGRISM64,BRIGHT1,6,44871.46,44871.85,10.3,Lunine,12,22 03 10.7728 +18 53 3.55,6.308,48.3,6065,1.119,1.18,4.361,3.5247486,0.047,86.71,0.685,1.38,10.2,0.4,1464.3,1.6,3,920.51,191.81,X,0,,,HD 209458 b,HD 209458 b,1,HD 209458,232.0159,12.7132,-12.7132,0.333,0.014,-0.013,1371,b,3.52474859,0.04634,15.58051,0.22418,-0.22418,2.958,3/12/2018,1.19,6091,48.3016,6.591,6.308
TRAPPIST-1,b,Eclipse,GTO,1177,1,7,Executed,F1500W,X,FULL,FASTR1,14,44873.1,44873.32,5.8,Greene,12,23 06 30.3341 -05 02 36.46,10.296,-1,2562.5,0.09,0.117,5.258,1.51087,0.012,89.53,0.003,0.1,9.15,4.92,393.5,0.8,0.6,53.26,0.02,X,0.04,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
TRAPPIST-1,d,Transit,GTO,1201,1,111,Executed,BOTS,PRISM,SUB512,NRSRAPID,6,44874.68,44874.85,4.61,Lafreniere,12,23 06 30.3652 -05 02 36.70,10.296,-1,2559,0.089,0.119,5.24,4.04961,0.022,89.75,0.001,0.07,7.07,5.41,285.5,0.4,0.8,33.83,0,X,0.05,,,TRAPPIST-1 d,TRAPPIST-1 d,1,TRAPPIST-1,0.388,0.012,-0.012,4.366784,0.154381,-0.165408,286.2,d,4.049219,0.02227,0.788,0.011,-0.01,0.8145,14/11/2022,0.1192,2566,,11.354,10.296
HD 209458,b,Transit,GTO,1274,1,2,Executed,GTS,GRISMR+F322W2,SUBGRISM64,BRIGHT2,4,44875,44875.37,10.31,Lunine,12,22 03 10.7728 +18 53 3.55,6.308,48.3,6065,1.119,1.18,4.361,3.5247486,0.047,86.71,0.685,1.38,10.2,0.4,1464.3,1.6,3,920.51,191.81,X,0,,,HD 209458 b,HD 209458 b,1,HD 209458,232.0159,12.7132,-12.7132,0.333,0.014,-0.013,1371,b,3.52474859,0.04634,15.58051,0.22418,-0.22418,2.958,3/12/2018,1.19,6091,48.3016,6.591,6.308
TRAPPIST-1,b,Eclipse,GTO,1177,1,11,Executed,F1500W,X,FULL,FASTR1,14,44877.63,44877.86,5.8,Greene,12,23 06 30.3341 -05 02 36.46,10.296,-1,2562.5,0.09,0.117,5.258,1.51087,0.012,89.53,0.003,0.1,9.15,4.92,393.5,0.8,0.6,53.26,0.02,X,0.04,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
55 Cnc,e,Eclipse,GO,2084,1,1,Executed,GTS,GRISMR+F444W,SUBGRISM64,RAPID,2,44883.56,44883.8,6.25,Brandeker,12,08 52 35.2410 +28 19 47.34,4.015,12.59,5250,0.905,0.964,4.425,0.7365462,0.016,84.65,0.025,0.172,24.24,7.52,1983.8,0,1.6,309.73,37.28,X,0.35,,,55 Cnc e,55 Cnc e,1,55 Cnc,7.99,0.32,-0.33,6.66,0.43,-0.4,1831.27,e,0.7365474,0.01544,1.875,0.029,-0.029,1.5439,5/2/2021,0.943,5172,12.5855,4.768,4.015
TRAPPIST-1,b,Eclipse,GTO,1177,1,8,Executed,F1500W,X,FULL,FASTR1,14,44885.18,44885.41,5.8,Greene,12,23 06 30.3341 -05 02 36.46,10.296,-1,2562.5,0.09,0.117,5.258,1.51087,0.012,89.53,0.003,0.1,9.15,4.92,393.5,0.8,0.6,53.26,0.02,X,0.04,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
55 Cnc,e,Eclipse,GO,2084,1,2,Executed,GTS,GRISMR+F444W,SUBGRISM64,RAPID,2,44885.79,44886.01,6.25,Brandeker,12,08 52 35.2410 +28 19 47.34,4.015,12.59,5250,0.905,0.964,4.425,0.7365462,0.016,84.65,0.025,0.172,24.24,7.52,1983.8,0,1.6,309.73,37.28,X,0.35,,,55 Cnc e,55 Cnc e,1,55 Cnc,7.99,0.32,-0.33,6.66,0.43,-0.4,1831.27,e,0.7365474,0.01544,1.875,0.029,-0.029,1.5439,5/2/2021,0.943,5172,12.5855,4.768,4.015
TRAPPIST-1,b,Eclipse,GTO,1279,1,6,Executed,F1280W,X,FULL,FASTR1,17,44886.69,44886.91,5.25,Lagage,12,23 06 29.3600 -05 02 29.20,10.296,-1,2562.5,0.09,0.117,5.258,1.51087,0.012,89.53,0.003,0.1,9.15,4.92,393.5,0.8,0.6,53.26,0.02,X,0.04,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
55 Cnc,e,Eclipse,GO,2084,1,3,Executed,GTS,GRISMR+F444W,SUBGRISM64,RAPID,2,44887.99,44888.22,6.25,Brandeker,12,08 52 35.2410 +28 19 47.34,4.015,12.59,5250,0.905,0.964,4.425,0.7365462,0.016,84.65,0.025,0.172,24.24,7.52,1983.8,0,1.6,309.73,37.28,X,0.35,,,55 Cnc e,55 Cnc e,1,55 Cnc,7.99,0.32,-0.33,6.66,0.43,-0.4,1831.27,e,0.7365474,0.01544,1.875,0.029,-0.029,1.5439,5/2/2021,0.943,5172,12.5855,4.768,4.015
55 Cnc,e,Eclipse,GO,1952,1,1,Executed,GTS,GRISMR+F444W,SUBGRISM64,RAPID,2,44889.45,44889.73,7.7,Hu,12,08 52 35.8113 +28 19 50.96,4.015,12.59,5250,0.905,0.964,4.425,0.7365462,0.016,84.65,0.025,0.172,24.24,7.52,1983.8,0,1.6,309.73,37.28,X,0.35,,,55 Cnc e,55 Cnc e,1,55 Cnc,7.99,0.32,-0.33,6.66,0.43,-0.4,1831.27,e,0.7365474,0.01544,1.875,0.029,-0.029,1.5439,5/2/2021,0.943,5172,12.5855,4.768,4.015
TRAPPIST-1,b,Eclipse,GTO,1177,1,9,Executed,F1500W,X,FULL,FASTR1,14,44889.73,44889.96,5.8,Greene,12,23 06 30.3341 -05 02 36.46,10.296,-1,2562.5,0.09,0.117,5.258,1.51087,0.012,89.53,0.003,0.1,9.15,4.92,393.5,0.8,0.6,53.26,0.02,X,0.04,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
WASP-52,b,Transit,GTO,1201,1,501,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,44892.24,44892.48,6.12,Lafreniere,12,23 13 58.7504 +08 45 39.89,10.086,174.82,5000,0.87,0.79,4.503,1.7497812,0.027,85.35,0.46,1.27,8.08,0.34,1300.2,2.9,1.9,371.56,57.4,X,0.03,,,WASP-52 b,WASP-52 b,1,WASP-52,146.2,6.36,-6.36,0.29,0.03,-0.03,1315,b,1.7497798,0.0272,14.24,0.34,-0.34,1.8096,14/5/2014,0.79,5000,174.818,10.588,10.086
TRAPPIST-1,c,Eclipse,GO,2304,1,2,Executed,F1500W,X,FULL,FASTR1,13,44895.45,44895.63,4.57,Kreidberg,12,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,,TRAPPIST-1 c,TRAPPIST-1 c,1,TRAPPIST-1,1.308,0.056,-0.056,5.463993,0.220545,-0.237085,339.7,c,2.421937,0.0158,1.097,0.014,-0.012,0.7005,14/11/2022,0.1192,2566,,11.354,10.296
WASP-43,b,PhaseC,ERS,1366,1,11,Executed,LRS,X,SLITLESSPRISM,FASTR1,64,44895.98,44897.14,31.82,Meech,0,10 19 37.9649 -09 48 23.19,9.267,86.75,4400,0.65,0.667,4.573,0.8134741,0.015,82.11,1.899,1.006,53.19,2.83,1433.1,2.6,1.2,100.86,124.96,X,-0.05,,,WASP-43 b,WASP-43 b,1,WASP-43,565.714,31.782,-31.782,2.939,0.971,-0.545,1302.84,b,0.813475,0.0142,10.424,0.785,-1.009,1.1592,14/5/2014,0.6,4400,86.7467,9.995,9.267
TRAPPIST-1,b,Eclipse,GTO,1177,1,10,Executed,F1500W,X,FULL,FASTR1,14,44898.81,44899.03,5.9,Greene,12,23 06 30.3341 -05 02 36.46,10.296,-1,2562.5,0.09,0.117,5.258,1.51087,0.012,89.53,0.003,0.1,9.15,4.92,393.5,0.8,0.6,53.26,0.02,X,0.04,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
TRAPPIST-1,g,Transit,GO,2589,1,7,Executed,BOTS,PRISM,SUB512,NRSRAPID,6,44907.36,44907.62,6.74,Lim,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.089,0.119,5.24,12.35294,0.047,89.71,0.004,0.101,11.61,6.17,196.9,0.8,1.1,20.46,0,X,0.05,,,TRAPPIST-1 g,TRAPPIST-1 g,1,TRAPPIST-1,1.321,0.038,-0.038,5.055986,0.13784,-0.159895,197.3,g,12.352446,0.04683,1.129,0.015,-0.013,1.137,14/11/2022,0.1192,2566,,11.354,10.296
LTT 1445 A,b,Eclipse,GO,2708,1,2,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,44918.61,44918.82,5.45,Berta-Thompson,12,03 01 50.9800 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,X,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
GJ 486,b,Transit,GO,1981,1,11,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,44920.43,44920.63,5.19,Stevenson,0,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,,GJ 486 b,GJ 486 b,1,GJ 486,2.77,0.076,-0.073,6.66,0.23,-0.29,696.3,b,1.46712127,0.01714,1.289,0.019,-0.014,1.0158,16/4/2025,0.3243,3317,8.07426,7.195,6.362
L 98-59,d,Transit,GTO,1201,1,311,Executed,SOSS,X,SUBSTRIP96,NISRAPID,4,44923.69,44923.87,4.99,Lafreniere,12,08 18 7.8865 -68 18 52.08,7.101,10.62,3412,0.312,0.312,4.94,7.4507305,0.05,88.45,0.007,0.141,9.67,3.68,411,0.1,0.8,45.51,0.02,X,-0.5,,,L 98-59 d,L 98-59 d,1,L 98-59,1.64,0.07,-0.07,2.2,0.2,-0.2,416,d,7.450729,0.0494,1.627,0.041,-0.041,0.84,29/7/2025,0.3155,3415,10.6194,7.933,7.101
GJ 486,b,Transit,GO,1981,1,12,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,44924.83,44925.03,5.19,Stevenson,0,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,,GJ 486 b,GJ 486 b,1,GJ 486,2.77,0.076,-0.073,6.66,0.23,-0.29,696.3,b,1.46712127,0.01714,1.289,0.019,-0.014,1.0158,16/4/2025,0.3243,3317,8.07426,7.195,6.362
GJ 436,b,Eclipse,GTO,1185,1,13,Executed,GTS,GRISMR+F444W,SUBGRISM64,BRIGHT2,5,44926.88,44927.13,6.58,Greene,12,11 42 12.1620 +26 42 10.63,6.073,9.75,3456,0.452,0.448,4.804,2.6438975,0.029,86.7,0.073,0.368,15.28,2.22,657.9,0.6,1,634.67,6.52,X,-0.03,,,GJ 436 b,GJ 436 b,1,GJ 436,22.1,2.3,-2.3,1.8,0.29,-0.29,594.05,b,2.64388312,0.0291,4.17,0.168,-0.168,0.9689289,5/2/2015,0.455,3350,9.75321,6.9,6.073
GJ 436,b,Eclipse,GTO,1185,1,11,Executed,GTS,GRISMR+F444W,SUBGRISM64,BRIGHT2,5,44937.45,44937.7,6.58,Greene,12,11 42 12.1620 +26 42 10.63,6.073,9.75,3456,0.452,0.448,4.804,2.6438975,0.029,86.7,0.073,0.368,15.28,2.22,657.9,0.6,1,634.67,6.52,X,-0.03,,,GJ 436 b,GJ 436 b,1,GJ 436,22.1,2.3,-2.3,1.8,0.29,-0.29,594.05,b,2.64388312,0.0291,4.17,0.168,-0.168,0.9689289,5/2/2015,0.455,3350,9.75321,6.9,6.073
WASP-107,b,Transit,GTO,1185,1,8,Executed,GTS,GRISMR+F322W2,SUBGRISM256,BRIGHT2,7,44940.03,44940.38,9.44,Greene,12,12 33 32.7426 -10 08 46.37,8.637,64.74,4430,0.69,0.66,4.5,5.7214886,0.055,89.56,0.12,0.944,3.8,0.22,738,2.2,2.7,930.94,8.08,X,0.02,,,WASP-107 b,WASP-107 b,1,WASP-107,30.5,1.7,-1.7,0.134,0.015,-0.013,672.5,b,5.7214742,0.0553,10.55,0.32,-0.32,2.7528,10/12/2020,0.67,4425,64.7414,9.378,8.637
V1298 Tau,c,Transit,GO,2149,1,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,44940.74,44940.77,17.12,Desert,12,04 05 19.5970 +20 09 25.31,8.094,108.2,5050,1.101,1.33,-1,8.24925,0.083,88,0.24,0.46,32.15,3.74,973,0,4.7,22.36,2.07,X,0.1,,,V1298 Tau c,V1298 Tau c,1,V1298 Tau,76.27881768,,,3.5,,,968,c,8.24958,0.0825,5.59,0.36,-0.32,4.66,18/10/2019,1.345,5050,108.199,8.687,8.094
GJ 436,b,Eclipse,GTO,1185,1,10,Executed,GTS,GRISMR+F322W2,SUBGRISM64,BRIGHT2,3,44942.74,44942.99,6.58,Greene,12,11 42 12.1620 +26 42 10.63,6.073,9.75,3456,0.452,0.448,4.804,2.6438975,0.029,86.7,0.073,0.368,15.28,2.22,657.9,0.6,1,634.67,6.52,X,-0.03,,,GJ 436 b,GJ 436 b,1,GJ 436,22.1,2.3,-2.3,1.8,0.29,-0.29,594.05,b,2.64388312,0.0291,4.17,0.168,-0.168,0.9689289,5/2/2015,0.455,3350,9.75321,6.9,6.073
WASP-107,b,Transit,GTO,1280,1,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,40,44945.71,44946.11,10.65,Lagage,12,12 33 32.8480 -10 08 46.14,8.637,64.74,4430,0.69,0.66,4.5,5.7214886,0.055,89.56,0.12,0.944,3.8,0.22,738,2.2,2.7,930.94,8.08,X,0.02,,,WASP-107 b,WASP-107 b,1,WASP-107,30.5,1.7,-1.7,0.134,0.015,-0.013,672.5,b,5.7214742,0.0553,10.55,0.32,-0.32,2.7528,10/12/2020,0.67,4425,64.7414,9.378,8.637
K2-18,b,Transit,GO,2722,1,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,12,44946.78,44947.05,7.16,Madhusudhan,12,11 30 14.4311 +07 35 16.13,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,,K2-18 b,K2-18 b,1,K2-18,8.92,1.7,-1.6,4.11,1.72,-1.18,284,b,32.939623,0.1429,2.37,0.22,-0.22,2.3059589,18/3/2019,0.411,3457,38.0266,9.763,8.899
HAT-P-12,b,Transit,GTO,1281,1,2,Executed,BOTS,G395M,SUB2048,NRSRAPID,30,44968.72,44969.04,8.34,Lagage,12,13 57 33.2749 +43 29 35.92,10.108,142.75,4650,0.733,0.701,4.61,3.2130584,0.038,89,0.209,0.959,6.46,0.36,958.3,2.1,2.3,325.59,13.61,X,-0.29,,,HAT-P-12 b,HAT-P-12 b,1,HAT-P-12,67.059,3.814,-3.814,0.3192,0.016,-0.016,963,b,3.2130598,0.0384,10.749,0.325,-0.235,2.3376,14/5/2014,0.701,4650,142.751,10.794,10.108
V1298 Tau,b,Transit,GO,2149,1,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,44969.17,44969.7,14.71,Desert,12,04 05 19.5970 +20 09 25.31,8.094,108.2,5010,1.101,1.33,4.246,24.1396,0.169,88.88,0.64,0.89,22.93,1.38,678.1,0.5,6.4,42.26,1.11,X,0.1,,,V1298 Tau b,V1298 Tau b,1,V1298 Tau,203.4101805,60.38739733,-60.38739733,1.2,0.45,-0.45,677,b,24.1396,0.1688,10.27,0.58,-0.53,6.42,18/10/2019,1.345,5050,108.199,8.687,8.094
WASP-39,b,Transit,DD,2783,1,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,100,44971.57,44971.96,10.29,Powell,0,14 29 18.3955 -03 26 40.20,10.202,213.98,5326.6,0.918,1.013,4.389,4.0552804,0.049,87.76,0.28,1.279,4.85,0.2,1173.1,2.2,2.8,324.05,20.93,X,-0.03,,,WASP-39 b,WASP-39 b,1,WASP-39,89.31023,10.17056,-10.17056,0.167,0.023,-0.023,1166,b,4.0552941,0.04828,14.336311,0.44836,-0.44836,2.8063409,27/11/2019,0.939,5485,213.982,10.663,10.202
TOI-836,c,Transit,GO,2512,1,8,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,44973.5,44973.83,8.91,Batalha,0,15 00 19.1712 -24 27 15.11,6.804,27.5,4514,0.678,0.678,4.662,8.5954646,0.075,88.7,0.03,0.233,15.75,3.61,654.2,0.1,2.5,119,0.49,X,-0.28,flat,yes,TOI-836 c,TOI-836 c,1,TOI-836,9.6,2.7,-2.5,3.06,0.48,-0.54,665,c,8.59545,0.075,2.587,0.088,-0.088,2.486,25/2/2023,0.665,4552,27.5024,7.58,6.804
WASP-17,b,Transit,GTO,1353,1,1,Failed,SOSS,X,SUBSTRIP256,NISRAPID,8,44975.52,44976,12.72,Lewis,12,15 59 50.9395 -28 03 42.46,10.224,405.91,6550,1.306,1.572,4.176,3.7354417,0.051,86.83,0.49,1.892,3.88,0.11,1748.8,1.7,4.4,367.69,50.36,X,-0.19,,,WASP-17 b,WASP-17 b,1,WASP-17,247.9074,73.1009,-73.1009,0.08,0.013,-0.011,1670,b,3.73543,0.05151,20.96083,2.69016,-2.69016,4.142,25/4/2018,1.49,6550,405.908,10.509,10.224
GJ 367,b,PhaseC,GO,2508,1,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,44979.11,44979.68,15.84,Zhang,12,09 44 29.1514 -45 46 44.46,5.78,9.41,3522,0.454,0.458,4.777,0.3219233,0.007,80.32,0.002,0.064,12.81,10.7,1364.5,0,0.6,44.31,6.71,X,-0.01,,,GJ 367 b,GJ 367 b,1,GJ 367,0.633,0.05,-0.05,10.2,1.3,-1.3,1365,b,0.3219225,0.00709,0.699,0.024,-0.024,0.629,10/8/2023,0.458,3522,9.41263,6.632,5.78
GJ 1132,b,Transit,GO,1981,1,22,Executed,BOTS,G395H,SUB2048,NRSRAPID,14,44982.34,44982.52,4.62,Stevenson,0,10 14 50.1768 -47 09 17.77,8.322,12.61,3270,0.181,0.216,4.881,1.6289302,0.015,88.16,0.005,0.106,12.86,6.48,591.6,0.2,0.8,44.36,0.44,X,-0.12,,,GJ 1132 b,GJ 1132 b,1,GJ 1132,1.83704819,0.19069704,-0.18751876,5.97,0.96,-0.79,583.8,b,1.62892911,0.0157,1.19151465,0.03811053,-0.04483592,0.76646,3/9/2024,0.2211,3229,12.613,9.245,8.322
HIP 67522,b,Transit,GO,2498,1,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,9,44984.1,44984.44,8.95,Mann,12,13 50 6.2402 -40 50 9.23,8.164,127.28,5675,1.22,1.38,4.438,6.9594724,0.075,89.34,-1,0.881,-1,-1,1175.8,0.5,4.8,-1,12.56,X,0,,,HIP 67522 b,HIP 67522 b,1,HIP 67522,,,,,,,1175,b,6.9594731,0.0748,9.9872018,0.23538859,-0.22417961,4.85,28/9/2024,1.38,5675,127.28,8.587,8.164
GJ 341,b,Transit,GO,1981,1,32,Executed,GTS,GRISMR+F444W,SUBGRISM128,BRIGHT1,3,44987.74,44988.01,7.1,Stevenson,0,09 21 35.8504 -60 16 52.21,5.587,10.45,3768,0.48,0.518,4.74,7.5768467,0.059,89.24,0.013,0.078,58.68,40.27,538,0,2.2,3.96,0.05,X,-0.16,,,GJ 341 b,GJ 341 b,1,GJ 341,4,,,,,,629,b,7.57686,,0.88,0.05,-0.05,2.23,25/2/2025,0.5066,3770,10.454,6.442,5.587
TOI-836,b,Transit,GO,2512,1,9,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,44989.7,44989.98,7.16,Batalha,0,15 00 19.1712 -24 27 15.11,6.804,27.5,4514,0.678,0.678,4.662,3.8167281,0.042,87.57,0.014,0.152,17.6,6.21,872.2,0.1,1.7,92.23,1.11,X,-0.28,flat,yes,TOI-836 b,TOI-836 b,1,TOI-836,4.53,0.92,-0.86,5.02,0.36,-0.44,871,b,3.81673,0.0422,1.704,0.067,-0.067,1.805,25/2/2023,0.665,4552,27.5024,7.58,6.804
GJ 1132,b,Transit,GO,1981,1,21,Executed,BOTS,G395H,SUB2048,NRSRAPID,14,44990.48,44990.67,4.62,Stevenson,0,10 14 50.1768 -47 09 17.77,8.322,12.61,3270,0.181,0.216,4.881,1.6289302,0.015,88.16,0.005,0.106,12.86,6.48,591.6,0.2,0.8,44.36,0.44,X,-0.12,,,GJ 1132 b,GJ 1132 b,1,GJ 1132,1.83704819,0.19069704,-0.18751876,5.97,0.96,-0.79,583.8,b,1.62892911,0.0157,1.19151465,0.03811053,-0.04483592,0.76646,3/9/2024,0.2211,3229,12.613,9.245,8.322
WASP-178,b,Transit,GO,2055,1,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,45,44992.28,44992.63,9.11,Lothringer,12,15 09 4.8930 -42 42 17.79,9.703,427.68,9360,2,1.76,4.31,3.344834,0.055,85.08,1.535,1.891,12.16,0.34,2549.7,1.2,3.5,173.36,77.53,X,0.08,,,WASP-178 b,WASP-178 b,1,WASP-178,527.5978,38.1396,-38.1396,0.37,0.07,-0.07,2470,b,3.3448285,0.0558,20.28829,1.00881,-1.00881,3.4704,2/10/2019,1.67,9360,427.678,9.775,9.703
