hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published
HATS-75,b,Transit,GO,3171,2,19,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45522.1,45522.39,7.38,Kanodia,0,04 03 47.8393 -25 24 32.09,11.584,194.96,3722.2,0.602,0.586,4.561,2.7886548,0.033,88.07,0.491,0.873,18.26,1.12,759.3,2.6,1.9,60.24,3.59,X,0.52,,
TOI-1130,b,Transit,GO,3385,2,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,8,45524.36,45524.68,8.12,Huang,12,19 05 30.2409 -41 26 15.50,8.351,58.26,4250,0.698,0.695,4.6,4.07445,0.045,87.98,0.061,0.326,16.39,2.69,809.3,0.3,2.1,93.64,1.79,X,0.2,clear,no
TOI-1130,b,Transit,GO,3385,2,4,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45528.45,45528.77,8.07,Huang,12,19 05 30.2409 -41 26 15.50,8.351,58.26,4250,0.698,0.695,4.6,4.07445,0.045,87.98,0.061,0.326,16.39,2.69,809.3,0.3,2.1,93.64,1.79,X,0.2,,
L 231-32,d,Transit,GO,4098,2,16,Executed,BOTS,G395H,SUB2048,NRSRAPID,11,45533.1,45533.39,7.22,Benneke,0,04 33 39.8638 -51 57 26.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
TOI-1468,c,Transit,GO,3557,2,9,Executed,LRS,X,SLITLESSPRISM,FASTR1,22,45534.47,45534.72,6.32,Madhusudhan,12,01 06 36.9279 +19 13 29.60,8.497,24.74,3382,0.346,0.369,4.855,15.532477,0.086,89.28,0.017,0.184,14.12,4.1,337.8,0.3,1.8,83.49,0,X,-0.02,,
TOI-1685,b,Transit,GO,4195,2,104,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45535.97,45536.22,6.17,Fisher,12,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,
TOI-1130,c,Transit,GO,3385,2,3,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45542.89,45543.2,7.74,Huang,12,19 05 30.2409 -41 26 15.50,8.351,58.26,4250,0.684,0.691,4.6,8.3502104,0.072,87.52,0.999,1.188,20.06,0.9,635.3,1.7,1.9,198.94,5.48,X,0.2,,
Kepler-86,b,Transit,GO,3235,2,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,6,45545.02,45545.87,23.75,Fortney,12,19 19 3.2691 +51 57 45.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
TOI-125,b,Transit,GO,4126,2,101,Executed,BOTS,G395H,SUB2048,NRSRAPID,22,45564.78,45565.16,9.97,Fisher,12,01 34 22.4221 -66 40 34.86,8.995,111.06,5282,0.871,0.851,4.517,4.6528365,0.052,88.92,0.03,0.243,14.32,3.15,1030.6,0.1,3,49.67,1.12,X,0.07,unsure,no
WASP-69,b,Transit,GO,3712,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,5,45565.28,45565.6,8.27,Cubillos,12,21 00 6.2319 -05 05 41.49,7.459,49.96,4715,0.826,0.813,4.535,3.8681389,0.045,86.71,0.26,1.057,6.6,0.33,963.7,1.8,2.2,889.27,41.77,X,0.14,,
WASP-69,b,Transit,GO,3712,2,2,Executed,LRS,X,SLITLESSPRISM,FASTR1,15,45569.15,45569.46,7.93,Cubillos,12,21 00 6.2319 -05 05 41.49,7.459,49.96,4715,0.826,0.813,4.535,3.8681389,0.045,86.71,0.26,1.057,6.6,0.33,963.7,1.8,2.2,889.27,41.77,X,0.14,,
TOI-4010,d,Transit,GO,5894,3,3,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45570.5,45570.89,10.06,Kunimoto,12,01 20 51.5598 +66 04 19.91,10.157,177.5,4924,0.88,0.855,4.495,14.7090131,0.113,89,0.12,0.568,10.56,0.99,653.2,0.5,3.6,52.78,0.34,X,0.37,,
WASP-94 A,b,Transit,GO,5924,3,4,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45576.94,45577.38,11.51,Sing,0,20 55 7.9444 -34 08 8.01,8.874,211.21,6153,1.45,1.62,4.181,3.9501954,0.055,88.7,0.456,1.72,4.37,0.14,1607.3,1.2,4.5,478.31,62.93,X,0.26,,
LTT 9779,b,PhaseC,GO,3231,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,7,45582.32,45583.22,24.97,Crossfield,12,23 54 40.5408 -37 37 41.64,8.016,80.44,5443,1.02,0.949,4.386,0.7920642,0.017,76.39,0.092,0.421,14.75,1.87,1973.2,0.1,0.5,184.25,33.89,X,0.27,,
GJ 3473,b,Eclipse,GO,3730,2,29,Executed,F1500W,X,SUB256,FASTR1,39,45585.04,45585.24,4.78,Diamond-Lowe,12,08 02 22.4521 +03 20 13.60,8.829,27.36,3339.5,0.36,0.359,4.863,1.1980015,0.016,87.95,0.006,0.11,13.61,6.6,765.7,0.1,1,16.1,0.69,X,0.11,,
WASP-80,b,Transit,GO,5924,3,3,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45585.81,45586.08,7.25,Sing,0,20 12 40.1693 -02 08 39.19,8.351,49.79,4145,0.57,0.571,4.668,3.0678527,0.034,89.02,0.55,0.969,16.6,0.92,814.3,2.9,2.1,367.92,25.26,X,-0.14,,
Kepler-167,e,Transit,GO,6491,3,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,6,45589.6,45592.17,70.62,Cassese,12,19 30 38.0262 +38 20 43.44,11.832,341.91,4876,0.776,0.746,4.576,1071.23205,1.881,89.96,1.01,0.905,34.96,2.07,148.1,1.9,16.2,3.5,0,X,0.05,,
HAT-P-1,b,Transit,GO,2950,2,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,49,45592.17,45592.52,10.01,Waters,12,22 57 46.8872 +38 40 29.71,8.858,158.98,5980,1.133,1.142,4.382,4.4652991,0.055,85.9,0.527,1.297,8.89,0.37,1310.7,1.4,2.8,292.8,39.56,X,0.13,,
HAT-P-11,b,Transit,GO,2950,2,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,9,45594.26,45594.6,8.88,Waters,12,19 50 50.4423 +48 04 54.71,7.009,37.76,4777.6,0.81,0.755,4.59,4.8878027,0.053,89.36,0.081,0.43,12.42,1.55,869.5,0.4,2.4,247.39,5.89,X,0.31,,
TRAPPIST-1,b+c,Eclipse,GO,5191,3,1,Executed,F1280W,X,SUB256,FASTR1,93,45595.37,45595.52,4.67,Ducrot,12,23 06 29.3685 -05 02 29.04,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,
TRAPPIST-1,b+c,Eclipse,GO,5191,3,2,Executed,F1280W,X,SUB256,FASTR1,93,45607.45,45607.63,5.43,Ducrot,12,23 06 29.3685 -05 02 29.04,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,
TOI-4010,b,Transit,GO,5894,3,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45610.91,45611.16,6.22,Kunimoto,12,01 20 51.5598 +66 04 19.91,10.157,177.5,4924,0.88,0.855,4.495,1.3483213,0.023,88.1,0.035,0.277,12.76,2.46,1450.9,0.1,1.8,52.71,3.33,X,0.37,unsure,no
HAT-P-1,b,Transit,GO,5924,3,8,Executed,BOTS,G395H,SUB2048,NRSRAPID,19,45614.51,45614.85,8.76,Sing,0,22 57 46.8442 +38 40 30.36,8.858,158.98,5980,1.133,1.142,4.382,4.4652991,0.055,85.9,0.527,1.297,8.89,0.37,1310.7,1.4,2.8,292.8,39.56,X,0.13,,
TRAPPIST-1,b+c,Eclipse,GO,5191,3,3,Executed,F1280W,X,SUB256,FASTR1,93,45619.53,45619.75,6.31,Ducrot,12,23 06 29.3685 -05 02 29.04,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,
TOI-125,c,Transit,GO,4126,2,201,Executed,BOTS,G395H,SUB2048,NRSRAPID,22,45622.73,45623.12,9.95,Fisher,12,01 34 22.4221 -66 40 34.86,8.995,111.06,5282,0.871,0.851,4.517,9.1526075,0.082,88.54,0.021,0.246,9.76,2.12,822.5,0.1,2.9,58.89,0.39,X,0.07,unsure,no
GJ 9827,d,Transit,GO,4098,2,91,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,45624.77,45624.98,5.09,Benneke,0,23 27 5.2388 -01 17 7.13,7.193,29.66,4255,0.62,0.602,4.68,6.2014698,0.056,87.44,0.01,0.18,8.98,2.66,671.8,0.1,1.2,175.62,0.41,X,-0.29,,
TOI-1468,c,Transit,GO,3557,2,7,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45627.7,45627.92,5.44,Madhusudhan,12,01 06 36.9279 +19 13 29.60,8.497,24.74,3382,0.346,0.369,4.855,15.532477,0.086,89.28,0.017,0.184,14.12,4.1,337.8,0.3,1.8,83.49,0,X,-0.02,,
TRAPPIST-1,b+c,Eclipse,GO,5191,3,4,Executed,F1280W,X,SUB256,FASTR1,93,45631.64,45631.86,6.89,Ducrot,12,23 06 29.3685 -05 02 29.04,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,
LTT 3780,c,Transit,GO,3557,2,6,Executed,LRS,X,SLITLESSPRISM,FASTR1,13,45635.57,45635.79,5.24,Madhusudhan,12,10 18 34.7652 -11 43 4.21,8.204,21.98,3344.5,0.381,0.377,4.873,12.252202,0.076,89.13,0.024,0.208,15.54,4,358.8,0.3,1.5,99.86,0,X,0.09,,
TRAPPIST-1,b+e,Transit,GO,6456,3,15,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45636.63,45637.06,11.37,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
K2-18,b,Transit,GO,2372,1,4,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45638.44,45638.87,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,
TOI-3884,b,Transit,GO,5863,3,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,45642.15,45642.4,6.19,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,
TOI-3884,b,Transit,GO,5863,3,2,Executed,BOTS,G395M,SUB2048,NRSRAPID,23,45646.7,45646.93,5.75,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,
TOI-199,b,Transit,GO,5177,3,1,Executed,BOTS,G395M,SUB2048,NRSRAPID,7,45649.22,45650.13,24.98,Hu,12,05 20 25.3152 -59 53 44.46,8.814,102.27,5302.5,0.936,0.85,4.553,104.8634818,0.425,90,0.17,0.861,6.5,0.4,361.4,1.2,6.6,135.14,0.01,X,0.22,,
TOI-3884,b,Transit,GO,5863,3,3,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,45651.28,45651.52,6.19,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,
TOI-1231,b,Transit,GO,3557,2,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,12,45654.55,45654.86,8.59,Madhusudhan,12,10 26 59.3375 -52 28 4.16,8.069,27.62,3544,0.485,0.471,4.808,24.2455413,0.129,89.73,0.048,0.336,12.18,1.94,326.7,0.6,3.3,130.1,0,X,0.04,,
TOI-3884,b,Transit,GO,5863,3,4,Executed,BOTS,G395M,SUB2048,NRSRAPID,23,45655.84,45656.05,5.75,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,
WASP-76,b,PhaseC,GO,5268,3,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,8,45660,45662.15,59.43,Wardenier,12,01 46 31.9100 +02 42 1.38,8.243,194.46,6264.1,1.46,1.737,4.128,1.8098813,0.033,88.25,0.91,1.85,7.54,0.22,2191.5,1.2,3.8,472.58,183.84,X,0.23,,
K2-18,b,Transit,GO,2372,1,2,Executed,BOTS,G235H,SUB2048,NRSRAPID,9,45671.38,45671.81,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,
TOI-1685,b,Transit,GO,4098,2,3,Executed,SOSS,X,SUBSTRIP256,NISRAPID,5,45672.5,45672.69,4.45,Benneke,0,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,
TOI-1685,b,Transit,GO,4098,2,4,Executed,SOSS,X,SUBSTRIP256,NISRAPID,5,45673.17,45673.36,4.45,Benneke,0,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,
TOI-1231,b,Transit,GO,3557,2,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45678.79,45679.1,7.66,Madhusudhan,12,10 26 59.3375 -52 28 4.16,8.069,27.62,3544,0.485,0.471,4.808,24.2455413,0.129,89.73,0.048,0.336,12.18,1.94,326.7,0.6,3.3,130.1,0,X,0.04,,
LP 791-18,d,Eclipse,GO,6457,3,4,Executed,F1500W,X,SUB256,FASTR1,130,45685.05,45685.24,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,
WASP-63,b,Transit,GO,5924,3,9,Executed,BOTS,G395H,SUB2048,NRSRAPID,33,45688.07,45688.62,14.34,Sing,0,06 17 20.7485 -38 19 23.75,9.393,290.68,5560,1.28,1.86,4.01,4.378082,0.056,87.8,0.37,1.382,5.49,0.21,1548.1,0.6,5.4,175.92,25.2,X,0.08,,
TOI-431,b,Eclipse,GO,4818,3,19,Executed,LRS,X,SLITLESSPRISM,FASTR1,8,45689.37,45689.58,5.4,Weiner Mansfield,12,05 33 4.6005 -26 43 28.27,6.723,32.57,4850,0.78,0.731,4.6,0.490052,0.011,84.3,0.01,0.123,18.14,7.9,1881,0,1,21.04,9.33,X,0.2,,
KELT-7,b,Transit,GO,5924,3,7,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45703.91,45704.29,9.84,Sing,0,05 13 10.9289 +33 19 5.40,7.543,136.68,6768,1.535,1.751,4.149,2.7347656,0.044,83.76,1.335,1.588,15,0.51,2055.3,0.8,3.4,259.99,141.96,X,0.14,,
TOI-1416,b,Eclipse,GO,4818,3,5,Executed,LRS,X,SLITLESSPRISM,FASTR1,18,45705.77,45705.97,5.89,Weiner Mansfield,12,14 27 41.7656 +41 57 12.32,7.708,55.01,4915,0.798,0.796,4.529,1.0697594,0.019,85.7,0.011,0.144,15.04,5.6,1534.5,0,1.4,85.91,3.79,X,0.08,,
TOI-500,b,Eclipse,GO,4818,3,7,Executed,LRS,X,SLITLESSPRISM,FASTR1,18,45706.29,45706.51,5.3,Weiner Mansfield,12,07 06 13.9753 -47 35 13.87,7.715,47.39,4590,0.81,0.75,4.618,0.5481579,0.012,82.09,0.004,0.104,11.7,6.02,1725.2,0,1,15.24,3.49,X,0.12,,
TOI-1807,b,Eclipse,GO,4818,3,15,Executed,LRS,X,SLITLESSPRISM,FASTR1,15,45710.37,45710.58,5.32,Weiner Mansfield,12,13 25 7.9957 +38 55 20.94,7.568,42.58,4743.5,0.76,0.715,4.58,0.5493715,0.012,79.85,0.008,0.128,13.66,5.72,1765.6,0,1,19.34,6.28,X,-0.03,,
TOI-1442,b,Eclipse,GO,4818,3,9,Executed,LRS,X,SLITLESSPRISM,FASTR1,108,45711.19,45711.36,4.91,Weiner Mansfield,12,19 09 9.7936 +74 10 20.22,10.089,41.17,3329,0.29,0.309,4.918,0.4090679,0.007,-1,-1,0.105,-1,-1,1059.7,0.1,0.6,-1,2.34,X,-999,,
V1298 Tau,d,Transit,GO,5959,3,16,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,45712.07,45712.6,13.77,Feinstein,0,04 05 19.5971 +20 09 25.31,8.094,108.2,5050,1.101,1.33,-1,12.4032,0.109,88.67,0.31,0.572,26.86,2.51,849.5,0,5.6,29.06,1.66,X,0.1,,
L 98-59,c,Transit,GTO,1201,1,302,Executed,SOSS,X,SUBSTRIP96,NISRAPID,4,45718.01,45718.23,5.44,Lafreniere,12,08 18 7.8865 -68 18 52.08,7.101,10.62,3412,0.312,0.312,4.94,3.6906745,0.031,88.5,0.007,0.12,13.83,6.15,519.5,0.2,1.3,34.45,0.16,X,-0.5,,
GJ 3470,b,Transit,GTO,4536,3,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,9,45723.07,45723.36,7.06,Greene,12,07 59 5.6341 +15 23 28.32,7.989,29.42,3600,0.524,0.5,4.738,3.3366496,0.036,88.88,0.044,0.37,9.05,1.31,651.3,0.6,1.9,353.73,1.9,X,0.2,clear,no
WASP-19,b,Transit,GO,5924,3,12,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45738.43,45738.67,5.93,Sing,0,09 53 40.0766 -45 39 33.06,10.481,268.32,5503,0.965,1.004,4.401,0.7888391,0.017,79.24,1.147,1.394,16.74,0.64,2069.6,2.1,1.6,161.73,117.77,X,0.15,,
TOI-700,d,Transit,GO,6193,3,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45744.27,45744.71,11.65,Pass,12,06 28 22.9720 -65 34 43.01,8.634,31.13,3470.5,0.415,0.42,4.806,37.424355,0.163,89.79,-1,0.104,-1,-1,268.5,0.1,3.3,-1,0,X,-0.07,,
HAT-P-30,b,Transit,GO,5924,3,6,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45746.99,45747.29,7.47,Sing,0,08 15 47.9802 +05 50 12.35,9.151,213.98,6304,1.242,1.215,4.36,2.810601,0.042,83.6,0.733,1.427,10.2,0.38,1636.9,1.1,2.2,270.81,69.01,X,0.13,,
TOI-1130,c,Transit,GO,3385,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,8,45751.63,45751.94,7.8,Huang,12,19 05 30.2409 -41 26 15.50,8.351,58.26,4250,0.684,0.691,4.6,8.3502104,0.072,87.52,0.999,1.188,20.06,0.9,635.3,1.7,1.9,198.94,5.48,X,0.2,,
TOI-700,e,Transit,GO,6193,3,2,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45753.71,45754.11,10.81,Pass,12,06 28 22.9720 -65 34 43.01,8.634,31.13,3470.5,0.415,0.42,4.624,27.8097349,0.134,89.6,-1,0.085,-1,-1,296.4,0,2.9,-1,0,X,-0.07,,
HD 80606,b,PhaseC,GO,2008,1,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,14,45757.67,45758.63,26.04,Kataria,12,09 22 37.6680 +50 36 13.60,7.316,66.47,5569.4,1.018,1.038,4.408,111.43639,0.456,89.26,4.115,1.003,115.94,6.18,405.1,1.1,11.9,13.21,0.04,X,0.34,,
TOI-561,b,Eclipse,GO,4818,3,11,Executed,LRS,X,SLITLESSPRISM,FASTR1,32,45761.36,45761.59,5.65,Weiner Mansfield,12,09 52 44.5492 +06 12 58.92,8.394,85.8,5357,0.805,0.843,4.5,0.4465697,0.011,87.1,0.007,0.127,11.75,4.95,2303.6,0,1.3,14.33,4.85,X,-0.4,,
HAT-P-18,b,Transit,GO,5844,3,1,Executed,BOTS,G395M,SUB2048,NRSRAPID,27,45777.17,45777.46,7.28,Radica,12,17 05 23.1475 +33 00 44.94,10.234,161.4,4803,0.77,0.749,4.579,5.5080287,0.056,88.79,0.196,0.976,5.85,0.32,847.8,2.2,2.7,267.61,6.09,X,0.1,,
WASP-69,b,Transit,GO,5924,3,2,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45781.93,45782.21,7.03,Sing,0,21 00 6.1968 -05 05 40.03,7.459,49.96,4715,0.826,0.813,4.535,3.8681389,0.045,86.71,0.26,1.057,6.6,0.33,963.7,1.8,2.2,889.27,41.77,X,0.14,,
TOI-1899,b,Transit,GO,4227,2,11,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45787.72,45788.18,12.6,Claringbold,12,19 57 42.3954 +40 08 35.75,10.509,128.44,3854,0.63,0.607,4.669,29.0902271,0.156,89.7,0.665,1.087,15.96,0.79,367.1,3.8,4.7,63.4,0.02,X,0.3,,
LP 791-18,d,Eclipse,GO,6457,3,2,Executed,F1500W,X,SUB256,FASTR1,130,45797.94,45798.13,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,
TOI-3884,b,Transit,GO,5799,3,3,Executed,BOTS,G395H,SUB2048,NRSRAPID,70,45801.2,45801.48,7.23,Garcia,12,12 06 17.4371 +12 30 24.88,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,
K2-18,b,Transit,GO,2372,1,5,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45803.14,45803.57,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,
GJ 486,b,Transit,GO,5866,3,2,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45805.08,45805.3,5.22,MacDonald,12,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,
LP 791-18,d,Eclipse,GO,6457,3,1,Executed,F1500W,X,SUB256,FASTR1,130,45808.96,45809.15,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,
GJ 486,b,Transit,GO,5866,3,1,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45809.52,45809.7,5.22,MacDonald,12,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,
TOI-3884,b,Transit,GO,5799,3,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,45810.28,45810.57,7.3,Garcia,12,12 06 17.4371 +12 30 24.88,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,
GJ 486,b,Transit,GO,5866,3,3,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45810.99,45811.17,5.22,MacDonald,12,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,
TRAPPIST-1,b+e,Transit,GO,6456,3,4,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45813.5,45813.83,8.47,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
GJ 806,b,Eclipse,GO,4931,3,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,45814.08,45814.29,4.99,Weiner Mansfield,12,20 45 4.0992 +44 29 56.65,6.533,12.04,3586.5,0.413,0.422,4.892,0.9263237,0.014,87.7,0.006,0.134,9.4,3.75,947.7,0.1,0.9,73.1,5.63,X,-0.28,,
TRAPPIST-1,b+e,Transit,GO,6456,3,5,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45819.6,45819.87,6.89,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
LP 791-18,d,Eclipse,GO,6457,3,5,Executed,F1500W,X,SUB256,FASTR1,130,45819.97,45820.16,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,
GJ 806,b,Eclipse,GO,4931,3,5,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,45820.57,45820.77,4.99,Weiner Mansfield,12,20 45 4.0992 +44 29 56.65,6.533,12.04,3586.5,0.413,0.422,4.892,0.9263237,0.014,87.7,0.006,0.134,9.4,3.75,947.7,0.1,0.9,73.1,5.63,X,-0.28,,
WASP-39,b,Eclipse,GO,5634,3,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,70,45821.19,45821.5,7.98,Baeyens,12,14 29 18.3955 -03 26 40.20,10.202,213.98,5326.6,0.918,1.013,4.389,4.0552804,0.049,87.76,0.28,1.279,4.85,0.2,1173.1,2.2,2.8,324.05,20.93,X,-0.03,,
GJ 9827,b,Eclipse,GO,4818,3,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,10,45821.81,45822.01,5.65,Weiner Mansfield,12,23 27 4.8377 -01 17 10.58,7.193,29.66,4255,0.617,0.613,4.68,1.2089755,0.019,86.07,0.014,0.141,20.62,7.83,1168.8,0.1,1.3,15.1,3.91,X,-0.28,,
GJ 806,b,Eclipse,GO,4931,3,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,45822.42,45822.62,4.99,Weiner Mansfield,12,20 45 4.0992 +44 29 56.65,6.533,12.04,3586.5,0.413,0.422,4.892,0.9263237,0.014,87.7,0.006,0.134,9.4,3.75,947.7,0.1,0.9,73.1,5.63,X,-0.28,,
TOI-1075,b,Eclipse,GO,4818,3,13,Executed,LRS,X,SLITLESSPRISM,FASTR1,55,45823.2,45823.42,5.3,Weiner Mansfield,12,20 39 53.3385 -65 26 57.99,9.115,61.46,3921,0.602,0.58,4.65,0.6047328,0.012,84.67,0.031,0.16,34.76,11.64,1331.9,0.1,1,35.36,4.26,X,-0.08,,
